Time,Acc,Label
0,7.49700737,75
0.000976563,3.685428381,75
0.001953125,-6.686864376,75
0.002929688,8.435037613,75
0.00390625,-1.879098296,75
0.004882813,-4.79040575,75
0.005859375,6.650263309,75
0.006835938,-6.783936977,75
0.0078125,6.607441425,75
0.008789063,-5.634111881,75
0.009765625,-2.737416029,75
0.010742188,7.758133888,75
0.01171875,-10.23775101,75
0.012695313,9.045827866,75
0.013671875,-7.413244724,75
0.014648438,-3.443253279,75
0.015625,6.873631477,75
0.016601563,-22.25666046,75
0.017578125,20.90082741,75
0.018554688,-17.96000671,75
0.01953125,9.368438721,75
0.020507813,4.373037338,75
0.021484375,-14.57765961,75
0.022460938,13.98741245,75
0.0234375,-9.771918297,75
0.024414063,0.625401616,75
0.025390625,0.013743501,75
0.026367188,-3.661847353,75
0.02734375,-0.875822663,75
0.028320313,0.844574332,75
0.029296875,-2.436650515,75
0.030273438,7.289118767,75
0.03125,-2.356504202,75
0.032226563,-0.396970183,75
0.033203125,8.798733711,75
0.034179688,-6.938153267,75
0.03515625,5.078296185,75
0.036132813,-3.966085196,75
0.037109375,5.482210159,75
0.038085938,2.977710247,75
0.0390625,-7.150092602,75
0.040039063,13.50638962,75
0.041015625,-8.543972969,75
0.041992188,8.10418129,75
0.04296875,-3.318549156,75
0.043945313,5.234827042,75
0.044921875,-0.221487373,75
0.045898438,-2.048215628,75
0.046875,0.040217824,75
0.047851563,1.886476398,75
0.048828125,-3.286722183,75
0.049804688,1.492833614,75
0.05078125,0.316100538,75
0.051757813,2.591156244,75
0.052734375,-2.459942102,75
0.053710938,4.937822819,75
0.0546875,-6.830954075,75
0.055664063,3.52311039,75
0.056640625,-7.229949474,75
0.057617188,8.438653946,75
0.05859375,-19.97118759,75
0.059570313,13.1492033,75
0.060546875,-10.68622303,75
0.061523438,3.044257879,75
0.0625,10.80282593,75
0.063476563,-18.15458679,75
0.064453125,15.35944748,75
0.065429688,-16.05515862,75
0.06640625,9.42312336,75
0.067382813,-13.7913866,75
0.068359375,11.78772831,75
0.069335938,-7.999441147,75
0.0703125,-9.389270782,75
0.071289063,20.5105114,75
0.072265625,-17.81215668,75
0.073242188,13.13618279,75
0.07421875,-8.754465103,75
0.075195313,4.249345779,75
0.076171875,6.567512989,75
0.077148438,-11.25867653,75
0.078125,12.51627922,75
0.079101563,-10.20274162,75
0.080078125,9.785372734,75
0.081054688,11.81926632,75
0.08203125,-20.26356316,75
0.083007813,22.33405685,75
0.083984375,-10.96615696,75
0.084960938,11.78830719,75
0.0859375,-7.126656532,75
0.086914063,1.800109267,75
0.087890625,2.641934872,75
0.088867188,-5.749123573,75
0.08984375,2.862988234,75
0.090820313,6.614385605,75
0.091796875,-8.687194824,75
0.092773438,6.562015533,75
0.09375,1.245161176,75
0.094726563,-0.780486166,75
0.095703125,-2.70703578,75
0.096679688,3.34430027,75
0.09765625,-4.398643494,75
0.098632813,0.825478077,75
0.099609375,0.593429923,75
0.100585938,-19.64843178,75
0.1015625,23.61929131,75
0.102539063,-25.3816433,75
0.103515625,22.11517334,75
0.104492188,-13.00800705,75
0.10546875,-0.151467845,75
0.106445313,7.34192276,75
0.107421875,-13.99319839,75
0.108398438,6.633770943,75
0.109375,-2.602729797,75
0.110351563,-5.947753429,75
0.111328125,-2.535169601,75
0.112304688,8.187220573,75
0.11328125,-10.20491123,75
0.114257813,12.80387974,75
0.115234375,-9.537989616,75
0.116210938,4.392712116,75
0.1171875,-0.017938886,75
0.118164063,-1.614499688,75
0.119140625,2.924906492,75
0.120117188,-4.639661312,75
0.12109375,1.451747775,75
0.122070313,13.24453926,75
0.123046875,-13.23137474,75
0.124023438,15.86506367,75
0.125,-7.591186523,75
0.125976563,6.471018791,75
0.126953125,1.806908727,75
0.127929688,-3.048597813,75
0.12890625,4.007460117,75
0.129882813,-1.628677249,75
0.130859375,1.052028894,75
0.131835938,-3.550741911,75
0.1328125,9.042789459,75
0.133789063,-7.501058102,75
0.134765625,5.594328403,75
0.135742188,1.376086116,75
0.13671875,0.002025358,75
0.137695313,-0.542940617,75
0.138671875,1.529434681,75
0.139648438,-2.586526871,75
0.140625,0.46134764,75
0.141601563,-3.940478802,75
0.142578125,-7.616503716,75
0.143554688,16.42666626,75
0.14453125,-25.17925072,75
0.145507813,19.55931664,75
0.146484375,-5.733644009,75
0.147460938,-3.174314737,75
0.1484375,0.325937986,75
0.149414063,-3.82648015,75
0.150390625,-6.36468792,75
0.151367188,9.685840607,75
0.15234375,-9.3954916,75
0.153320313,-6.359768867,75
0.154296875,11.35936546,75
0.155273438,-7.128103256,75
0.15625,5.20676136,75
0.157226563,-7.786633492,75
0.158203125,5.01724577,75
