Time,Acc,Label
0,1.577898622,25
0.000976563,0.738242984,25
0.001953125,0.301923007,25
0.002929688,0.948156893,25
0.00390625,0.359211713,25
0.004882813,-0.37874195,25
0.005859375,-0.92283994,25
0.006835938,0.440660059,25
0.0078125,-1.95620656,25
0.008789063,-1.131017804,25
0.009765625,-0.568691611,25
0.010742188,-1.323282123,25
0.01171875,-1.936531663,25
0.012695313,-2.224132538,25
0.013671875,-0.939187467,25
0.014648438,-1.931468248,25
0.015625,-2.690254211,25
0.016601563,-0.330278039,25
0.017578125,-2.312669516,25
0.018554688,-1.213478804,25
0.01953125,-1.262376785,25
0.020507813,-1.182519794,25
0.021484375,-1.247331262,25
0.022460938,-1.256590009,25
0.0234375,-0.273712665,25
0.024414063,-1.354385853,25
0.025390625,0.202969804,25
0.026367188,0.01750488,25
0.02734375,-0.009837453,25
0.028320313,0.721172154,25
0.029296875,1.572835207,25
0.030273438,1.111632228,25
0.03125,2.003802538,25
0.032226563,2.803674221,25
0.033203125,1.679311156,25
0.034179688,2.174511194,25
0.03515625,2.207495689,25
0.036132813,2.270570993,25
0.037109375,1.281039,25
0.038085938,1.198288679,25
0.0390625,2.041850328,25
0.040039063,0.847757041,25
0.041015625,1.511061788,25
0.041992188,0.7162534,25
0.04296875,0.481745869,25
0.043945313,0.308722436,25
0.044921875,0.788153648,25
0.045898438,-1.035102606,25
0.046875,-0.021410927,25
0.047851563,-0.279644072,25
0.048828125,-1.018031716,25
0.049804688,-0.721606135,25
0.05078125,-0.832132816,25
0.051757813,-0.871916652,25
0.052734375,-1.842352509,25
0.053710938,-1.626796484,25
0.0546875,-1.384042859,25
0.055664063,-2.559184551,25
0.056640625,-2.137186766,25
0.057617188,-1.179481745,25
0.05859375,-2.31426096,25
0.059570313,-1.302594543,25
0.060546875,-0.834881544,25
0.061523438,-0.876980066,25
0.0625,-0.941646814,25
0.063476563,-0.909385741,25
0.064453125,-0.681532979,25
0.065429688,-1.539127469,25
0.06640625,-0.385107368,25
0.067382813,-0.655058682,25
0.068359375,-0.691370428,25
0.069335938,0.441817403,25
0.0703125,1.271201491,25
0.071289063,1.402560472,25
0.072265625,1.478222013,25
0.073242188,3.036879778,25
0.07421875,2.298058033,25
0.075195313,1.810380816,25
0.076171875,2.433178425,25
0.077148438,2.123153925,25
0.078125,1.45681107,25
0.079101563,1.226788282,25
0.080078125,1.829621673,25
0.081054688,1.300279856,25
0.08203125,0.92631197,25
0.083007813,1.602781534,25
0.083984375,0.625401616,25
0.084960938,0.793651044,25
0.0859375,0.549740016,25
0.086914063,0.042098515,25
0.087890625,0.164632678,25
0.088867188,-0.578963041,25
0.08984375,-0.243766308,25
0.090820313,-1.021069765,25
0.091796875,-0.459466934,25
0.092773438,-0.974341869,25
0.09375,-1.98036623,25
0.094726563,-1.398509741,25
0.095703125,-1.484732151,25
0.096679688,-2.778501987,25
0.09765625,-1.843654513,25
0.098632813,-1.778698325,25
0.099609375,-1.820652246,25
0.100585938,-1.4669379,25
0.1015625,-0.519214988,25
0.102539063,-1.20884943,25
0.103515625,-1.087617278,25
0.104492188,-1.210585475,25
0.10546875,-0.666776836,25
0.106445313,-1.600466847,25
0.107421875,-0.860198498,25
0.108398438,-0.617010891,25
0.109375,-1.291889071,25
0.110351563,1.319376111,25
0.111328125,0.44094938,25
0.112304688,1.201326609,25
0.11328125,1.83222568,25
0.114257813,2.455312729,25
0.115234375,1.865933418,25
0.116210938,1.958521247,25
0.1171875,2.323374987,25
0.118164063,2.088578224,25
0.119140625,1.759168148,25
0.120117188,1.173694968,25
0.12109375,2.547177076,25
0.122070313,0.875244021,25
0.123046875,1.695514083,25
0.124023438,1.278579593,25
0.125,0.232916176,25
0.125976563,1.00906229,25
0.126953125,0.505905509,25
0.127929688,-0.672418892,25
0.12890625,0.617734194,25
0.129882813,-0.505471528,25
0.130859375,-0.031971723,25
0.131835938,-0.160437286,25
0.1328125,-0.835604846,25
0.133789063,0.026474323,25
0.134765625,-2.258563519,25
0.135742188,-1.270333529,25
0.13671875,-1.085302591,25
0.137695313,-3.632479668,25
0.138671875,-2.11114645,25
0.139648438,-1.482562065,25
0.140625,-1.761627555,25
0.141601563,-1.623035192,25
0.142578125,-0.789310992,25
0.143554688,-0.105897292,25
0.14453125,-1.170367599,25
0.145507813,-0.798280418,25
0.146484375,-1.356411219,25
0.147460938,-1.485744834,25
0.1484375,-0.589234531,25
0.149414063,-1.866222739,25
0.150390625,-1.472290635,25
0.151367188,0.512270927,25
0.15234375,0.453969538,25
0.153320313,0.983745337,25
0.154296875,1.562853098,25
0.155273438,2.401495934,25
0.15625,1.256734729,25
0.157226563,2.76548171,25
0.158203125,2.371839046,25
0.159179688,1.827596307,25
0.16015625,1.79779458,25
0.161132813,1.908900023,25
0.162109375,2.572060108,25
0.163085938,-0.069006845,25
0.1640625,2.439543724,25
0.165039063,0.910977125,25
0.166015625,0.985915363,25
0.166992188,1.132030487,25
0.16796875,-0.198340416,25
0.168945313,0.854845762,25
0.169921875,0.670104206,25
0.170898438,0.436464667,25
0.171875,-0.518346965,25
0.172851563,0.273423344,25
0.173828125,0.113998726,25
0.174804688,-1.392867684,25
0.17578125,-1.461440563,25
0.176757813,-0.955390334,25
0.177734375,-2.732641935,25
0.178710938,-2.592602968,25
0.1796875,-2.633399487,25
0.180664063,-0.510968924,25
0.181640625,-2.881361246,25
0.182617188,-0.742438376,25
0.18359375,-0.456718236,25
0.184570313,-0.668657482,25
0.185546875,-1.630557895,25
0.186523438,-0.470895737,25
0.1875,-1.871141553,25
0.188476563,-2.214873791,25
0.189453125,-0.586630523,25
0.190429688,-1.731391788,25
0.19140625,-1.238217115,25
0.192382813,0.27544871,25
0.193359375,0.403914273,25
0.194335938,1.400969148,25
0.1953125,0.556684136,25
0.196289063,2.879914522,25
0.197265625,0.851084411,25
0.198242188,1.526975274,25
0.19921875,2.79296875,25
0.200195313,0.868155241,25
0.201171875,2.685335398,25
0.202148438,1.414423227,25
0.203125,3.160137177,25
0.204101563,1.01238966,25
0.205078125,2.003657818,25
0.206054688,1.595982194,25
0.20703125,0.766308665,25
0.208007813,1.382885575,25
0.208984375,-1.139408588,25
0.209960938,1.412253261,25
0.2109375,-0.636541128,25
0.211914063,0.523121059,25
0.212890625,0.740123689,25
0.213867188,-0.380622655,25
0.21484375,1.431060195,25
0.215820313,-1.912806034,25
0.216796875,-0.700629234,25
0.217773438,-0.436753988,25
0.21875,-2.848521471,25
0.219726563,-3.016192198,25
0.220703125,-1.754538774,25
0.221679688,-1.316482782,25
0.22265625,-2.985377789,25
0.223632813,-0.605582058,25
0.224609375,-0.587498486,25
0.225585938,-1.249211907,25
0.2265625,-0.42011714,25
0.227539063,-1.644301414,25
0.228515625,-0.638855815,25
0.229492188,-2.451406479,25
0.23046875,-1.068231702,25
0.231445313,-1.203207374,25
0.232421875,-2.613001347,25
0.233398438,0.866419256,25
0.234375,-0.395378828,25
0.235351563,0.158990607,25
0.236328125,1.521043897,25
0.237304688,1.354675174,25
0.23828125,1.4533391,25
0.239257813,1.818771482,25
0.240234375,2.419724226,25
0.241210938,1.805317402,25
0.2421875,1.698118091,25
0.243164063,2.763311625,25
0.244140625,2.422038794,25
0.245117188,1.16732955,25
0.24609375,1.997292399,25
0.247070313,1.247909904,25
0.248046875,1.303317904,25
0.249023438,0.784826219,25
0.25,0.449340165,25
0.250976563,0.845442295,25
0.251953125,0.168828055,25
0.252929688,1.574860573,25
0.25390625,0.349229604,25
0.254882813,0.605871379,25
0.255859375,0.278197408,25
0.256835938,-0.929350019,25
0.2578125,-1.234021783,25
0.258789063,-1.447697043,25
0.259765625,-1.882425666,25
0.260742188,-3.105597258,25
0.26171875,-1.347875834,25
0.262695313,-2.167133093,25
0.263671875,-1.410517216,25
0.264648438,-1.420210004,25
0.265625,-0.307565093,25
0.266601563,-1.209138751,25
0.267578125,-0.975209892,25
0.268554688,-1.584697962,25
0.26953125,-1.202339292,25
0.270507813,-2.429561615,25
0.271484375,-1.402849793,25
0.272460938,-1.260930061,25
0.2734375,-1.902389884,25
0.274414063,0.036456443,25
0.275390625,0.002893369,25
0.276367188,-0.261126518,25
0.27734375,1.909912705,25
0.278320313,0.721606135,25
0.279296875,1.248922586,25
0.280273438,1.306934595,25
